variable;importancia
intensidad_lag_1h;0,8467674800725485
intensidad_lag_24h;0,0739894681897903
ocupacion_media;0,0364192416307294
hora;0,0083958115868453
velocidad_media;0,007673940408438
media_movil_3h;0,0073829882857285
id;0,0067902798899089
media_movil_24h;0,0045697786605426
carga_media;0,0043945446474527
dia_semana;0,0017361313367258
es_fin_semana;0,0007752854055815
registros_15min;0,0006418250300486
mes;0,0002386036940574
dia;0,0002246211616019
año;0,0
