id;nombre;distrito;latitud;longitud;intensidad_media;intensidad_total;ocupacion_media;velocidad_media;registros
1023;14RN01PM01;11,0;40,394388605262016;-3,705875925906873;2283,0407962644385;37158772;13,197326461753693;36,52013189153764;16276
1024;14RL30PM01;12,0;40,394168184003306;-3,7045455704993775;505,79484359726297;8278850;1,2000591953658484;34,542150333985006;16368
1025;14RA15PM01;2,0;40,39503533749025;-3,702334009623717;554,2065615835777;9071253;1,4131842619745845;45,01400089605735;16368
1026;14RM32PM01;2,0;40,39499061388556;-3,702449257046152;945,7909946236559;15480707;2,7861587107303145;44,626018246985986;16368
1027;14VE04PM01;2,0;40,39502684994618;-3,703368035460441;2223,1033618581905;36369971;10,629558883455584;36,41394661776691;16360
1028;14RC10PM01;2,0;40,39652119858305;-3,705418067561876;2001,728494623656;32764292;7,744883308895406;32,7071878054741;16368
1029;14RH25PM01;2,0;40,3963078484598;-3,706964803943296;1394,2010019550341;22820282;4,840227286613307;40,568079993483224;16368
1030;14RE35PM01;11,0;40,39546419450289;-3,7062574184935593;1519,0173679060665;24838972;5,673806466079582;41,18509458577952;16352
1031;15RR60PM01;2,0;40,40014961888843;-3,712242417678693;4515,070232273839;73866549;21,0016662590192;30,143612469437652;16360
1032;15RC05PM01;2,0;40,397998589198856;-3,710492421046952;1035,2465158924206;16936633;2,529059270327481;44,065199674001626;16360
