año;mes;dia_semana;hora;intensidad_media;intensidad_total;ocupacion_media;velocidad_media;registros
2023;2;4;14;3377,72;675544;12,10375;28,53625;200
2023;2;4;15;3407,085;681417;12,65875;27,45375;200
2023;2;4;16;3003,135;600627;10,52125;28,05875;200
2023;2;4;17;3028,365;605673;10,0075;28,59375;200
2023;2;4;18;2997,575;599515;10,10375;27,97375;200
2023;2;4;19;2863,38;572676;9,808333333333334;28,32875;200
2023;2;4;20;2817,75;563550;9,75125;27,77;200
2023;2;4;21;2526,435;505287;7,97;28,685;200
2023;2;4;22;1876,4;375280;5,6554166666666665;29,1575;200
2023;2;4;23;1406,46;281292;4,45375;28,5525;200
2023;2;5;0;1263,5;252700;3,739583333333333;28,31625;200
2023;2;5;1;1017,06;203412;3,2375;27,38625;200
2023;2;5;2;697,49;139498;2,3029166666666665;24,99125;200
2023;2;5;3;511,42;102284;2,0782828282828283;21,6175;200
2023;2;5;4;454,25;90850;1,6524288107202678;20,51;200
2023;2;5;5;429,53;85906;1,6220238095238095;20,975;200
2023;2;5;6;604,9;120980;2,0063451776649748;24,97625;200
2023;2;5;7;740,045;148009;2,2175;26,95375;200
2023;2;5;8;895,427135678392;178190;2,319095477386935;27,623115577889447;199
2023;2;5;9;1360,9246231155778;270824;3,7018425460636513;28,474874371859297;199
2023;2;5;10;1840,2412060301508;366208;4,940536013400335;29,084170854271356;199
2023;2;5;11;2154,56;430912;6,408333333333334;28,7475;200
2023;2;5;12;2467,19;493438;7,49125;28,5625;200
2023;2;5;13;2706,95;541390;8,754166666666666;28,51;200
2023;2;5;14;2852,56;570512;8,83625;28,48125;200
2023;2;5;15;2171,775;434355;6,3220833333333335;29,41875;200
2023;2;5;16;1699,01;339802;4,935416666666667;29,3075;200
2023;2;5;17;2022,035;404407;5,913333333333334;29,07125;200
2023;2;5;18;2310,525;462105;7,234166666666666;28,88625;200
2023;2;5;19;2426,205;485241;7,645;28,48875;200
2023;2;5;20;2336,955;467391;7,292083333333334;28,5;200
2023;2;5;21;2220,07;444014;7,29;28,59375;200
2023;2;5;22;1808,54;361708;5,671666666666666;28,98625;200
2023;2;5;23;1430,155;286031;4,602916666666667;28,6675;200
2023;2;6;0;1372,605;274521;4,220833333333333;28,465;200
2023;2;6;1;1124,805;224961;3,6375;27,6875;200
2023;2;6;2;821,965;164393;2,9466666666666668;26,145;200
2023;2;6;3;612,28;122456;2,39321608040201;23,52625;200
2023;2;6;4;492,43;98486;1,9094754653130288;22,29125;200
2023;2;6;5;442,47;88494;1,8265993265993268;21,3225;200
2023;2;6;6;560,885;112177;1,80875;23,55625;200
2023;2;6;7;655,2;131040;2,0;25,75125;200
2023;2;6;8;640,7939698492462;127518;1,7264309764309764;25,801507537688444;199
2023;2;6;9;888,9849246231156;176908;2,557788944723618;26,89070351758794;199
2023;2;6;10;1349,1005025125628;268471;3,3838383838383836;28,243718592964825;199
2023;2;6;11;1846,2;369240;5,21;27,89125;200
2023;2;6;12;2194,91;438982;6,68;27,4775;200
2023;2;6;13;2455,235;491047;7,15375;28,25125;200
2023;2;6;14;2616,725;523345;7,970416666666666;28,48;200
2023;2;6;15;1981,015;396203;5,722916666666666;29,20625;200
2023;2;6;16;1695,555;339111;4,969166666666667;28,93;200
2023;2;6;17;2083,355;416671;6,155;28,7875;200
2023;2;6;18;2322,15;464430;7,051666666666666;28,6875;200
2023;2;6;19;2378,505;475701;7,26;28,53125;200
2023;2;6;20;2274,485;454897;6,957083333333333;28,725;200
2023;2;6;21;1948,92;389784;5,6345833333333335;29,39625;200
2023;2;6;22;1466,77;293354;4,077916666666667;29,07125;200
2023;2;6;23;1005,115;201023;3,03125;28,04625;200
2023;3;0;0;781,3147208121827;153919;2,4668367346938775;24,529187817258883;197
2023;3;0;1;485,56345177664974;95656;1,8728741496598638;20,15482233502538;197
2023;3;0;2;355,65482233502536;70064;1,3995726495726497;17,774111675126903;197
2023;3;0;3;303,1522842639594;59721;1,2320512820512821;15,203045685279188;197
2023;3;0;4;295,60913705583755;58235;1,1675257731958764;15,299492385786802;197
2023;3;0;5;377,4010152284264;74348;1,3551282051282052;18,222081218274113;197
2023;3;0;6;804,0659898477157;158401;2,3833333333333333;25,645939086294415;197
2023;3;0;7;1901,2893401015228;374554;6,197435897435898;28,737309644670052;197
2023;3;0;8;2668,040609137056;525604;9,92984693877551;28,124365482233504;197
2023;3;0;9;2557,1116751269037;503751;9,542091836734693;28,08502538071066;197
2023;3;0;10;2125,429292929293;420835;7,397631133671743;28,505050505050505;198
2023;3;0;11;1858,520202020202;367987;6,770304568527918;28,69570707070707;198
2023;3;0;12;2029,2;304380;6,52013422818792;28,365;150
2023;3;0;13;2214,8030303030305;438531;7,251692047377326;28,73611111111111;198
2023;3;0;14;2582,338383838384;511303;8,379441624365482;29,05429292929293;198
2023;3;0;15;2603,429292929293;515479;7,918781725888325;28,877525252525253;198
2023;3;0;16;2403,040404040404;475802;7,780456852791878;28,525252525252526;198
2023;3;0;17;2496,4949494949497;494306;8,766497461928934;28,508838383838384;198
2023;3;0;18;2708,4848484848485;536280;9,493654822335026;28,353535353535353;198
2023;3;0;19;2649,4242424242425;524586;8,978426395939087;28,208333333333332;198
2023;3;0;20;2391,656565656566;473548;7,659898477157361;28,76388888888889;198
2023;3;0;21;1964,6751269035533;387041;5,67219387755102;29,253807106598984;197
2023;3;0;22;1417,791878172589;279305;4,167517006802721;29,401015228426395;197
2023;3;0;23;967,0357142857143;189539;2,797863247863248;28,131377551020407;196
2023;3;1;0;665,8979591836735;130516;2,3732817869415808;22,012755102040817;196
2023;3;1;1;407,8112244897959;79931;1,2692307692307692;17,372448979591837;196
2023;3;1;2;299,5357142857143;58709;1,0012953367875648;14,77295918367347;196
2023;3;1;3;269,2908163265306;52781;0,8846153846153846;13,832908163265307;196
2023;3;1;4;280,08673469387753;54897;1,0256410256410255;13,533163265306122;196
2023;3;1;5;366,4111675126904;72183;1,0491452991452992;16,304568527918782;197
2023;3;1;6;836,3857868020305;164768;2,639030612244898;24,82994923857868;197
2023;3;1;7;2092,187817258883;412161;6,822704081632653;28,39467005076142;197
2023;3;1;8;2986,233502538071;588288;11,778486394557824;27,868020304568528;197
2023;3;1;9;2790,730964467005;549774;11,908163265306122;28,1497461928934;197
2023;3;1;10;2301,8426395939086;453463;8,446428571428571;28,050761421319798;197
2023;3;1;11;2196,507614213198;432712;7,235969387755102;28,77030456852792;197
2023;3;1;12;2255,1065989847716;444256;7,168367346938775;28,774111675126903;197
2023;3;1;13;2381,020304568528;469061;7,428571428571429;28,753807106598984;197
2023;3;1;14;2803,712121212121;555135;8,908629441624365;28,90530303030303;198
2023;3;1;15;2774,8535353535353;549421;9,196700507614214;28,60479797979798;198
2023;3;1;16;2563,373737373737;507548;8,405245346869712;28,685606060606062;198
2023;3;1;17;2743,0151515151515;543117;9,93062605752961;28,387626262626263;198
2023;3;1;18;2909,969696969697;576174;10,993654822335026;28,03030303030303;198
2023;3;1;19;3003,848484848485;594762;10,900252525252526;28,224747474747474;198
2023;3;1;20;2923,005076142132;575832;9,340561224489797;29,138324873096447;197
2023;3;1;21;2422,477157360406;477228;7,366496598639455;29,519035532994923;197
