id;tipo_elem;distrito;nombre;longitud;latitud
10348;URB;20.0;Julian Camarillo - Hermanos García Noblejas-Albarracín;-3.632876067403463;40.43358331027122
10480;URB;20.0;Julian Camarillo - Santa Leonor - Alfonso Gómez;-3.6276839250307744;40.43486482878636
10481;URB;20.0;Julian Camarillo - Alfonso Gómez - Santa Leonor;-3.6278465565503977;40.43486273241449
10482;URB;20.0;Julian Camarillo - Santa leonor - Albarracin;-3.6304017281587253;40.43421683098101
10695;URB;20.0;Hermanos García Noblejas - Pl. Alsacia-Pobladura del Valle;-3.623856431586338;40.418566556185056
10697;URB;20.0;Hermanos García Noblejas - Pl. Alsacia-Pobladura del Valle;-3.624529143055869;40.41950210013884
10699;URB;20.0;Hermanos García Noblejas - Villaescusa-Pobladura del Valle;-3.6260028934562314;40.42151388192137
10711;URB;20.0;Hermanos García Noblejas - Castillo de Arévalo-Castropol;-3.630887963407938;40.428249015535926
10720;URB;15.0;Hermanos García Noblejas - Dr. Cirajas-Vital Aza;-3.6363543163485104;40.435361164841936
10719;URB;15.0;Hermanos García Noblejas - Vital Aza-Ascao;-3.6350527667849653;40.433569885942994
10714;URB;15.0;Hermanos García Noblejas - Pl. Orotava-Santo Domingo Savio;-3.634000425420789;40.43211307454823
10713;URB;15.0;Hermanos García Noblejas - Braulio Gutiérrez-Santo Domingo Savio;-3.6328133453477105;40.43046996123698
10712;URB;15.0;Hermanos García Noblejas - Luis del Campo-Castillo de Arévalo;-3.6317272829217817;40.42897530106842
10709;URB;15.0;Hermanos García Noblejas - Castillo de Arévalo-Castillo de Uclés;-3.6306406747434448;40.42747388990305
10706;URB;15.0;Hermanos García Noblejas - Gandhi-Av. Arcentales;-3.6293714100568075;40.42572722581836
10704;URB;15.0;Hermanos García Noblejas - Francisco Largo Caballero-Pepe Ysbert;-3.627712919651511;40.42343600553943
10700;URB;15.0;Hermanos García Noblejas - Fco. Largo Caballero-Pobladura del Valle;-3.627121151201164;40.42261734425501
10698;URB;15.0;Hermanos García Noblejas - Villaescusa-Nicolás Salmerón;-3.6248932404033867;40.419537549735416
10723;URB;20.0;Aquitania - Pl. Alsacia-Capri;-3.622139999236551;40.41724101079436
5995;URB;15.0;Dr. Cirajas - José Arcones Gil-Hermanos García Noblejas;-3.636807005508123;40.435616024740476
5997;URB;15.0;Santo Domingo Savio - José Arcones Gil-Hermanos García Noblejas;-3.6333821852267514;40.43089683551012
5998;URB;20.0;Castillo de Arévalo - Llanes-Hermanos García Noblejas;-3.6303695009146875;40.42791202698862
6000;URB;20.0;Hermanos García Noblejas - Esculano-Castillo de Uclés;-3.6293664728593815;40.426017612900395
6001;URB;15.0;Gandhi - José Arcones Gil-Hermanos García Noblejas;-3.629852841953664;40.42603368936255
6003;URB;15.0;Paredes de Nava - Idioma Esperanto-Hermanos García Noblejas;-3.6257139727906673;40.42030450372863
6004;URB;15.0;Hermanos García Noblejas - Versalles-Aquitania;-3.622760328122335;40.41688413281125
6005;URB;20.0;Albarracín - Albasanz-Julián Camarillo;-3.632268425717984;40.434101657101074
6006;URB;20.0;Albarracín - Miguel Fleta-Emilio Muñóz;-3.62991568654896;40.43134675848143
6010;URB;15.0;Arturo Soria - Emeterio Castaños-Allende Salazar;-3.6633621506406593;40.461379755078546
6011;URB;15.0;Arturo Soria - Emilio Rubin-Pablo Vidal;-3.6620888673225314;40.46050358575833
6012;URB;15.0;Arturo Soria - Navarro Amandi-López de Hoyos;-3.660274615932253;40.459605819197684
6014;URB;15.0;Arturo Soria - López de Hoyos-Santo Ángel;-3.6584951789356026;40.45796295986289
6015;URB;15.0;Arturo Soria - Arturo Baldasano-José Silva;-3.6574576179872316;40.45677581529789
6016;URB;15.0;Arturo Soria - Ulíses-Belisana;-3.6570326036396508;40.456522661940355
6017;URB;15.0;Arturo Soria - José Silva-Bueso de Pineda;-3.655648434640851;40.45477569683899
6018;URB;15.0;Arturo Soria - Ramírez de Arellano-Emilio Vargas;-3.6516522309517785;40.449842786028874
6019;URB;15.0;Arturo Soria - Emilio Vargas-Hernández de Tejada;-3.650815020741291;40.44873061233285
6020;URB;15.0;Arturo Soria - Josefa Valcárcel-Gregorio Benítez;-3.6501632992278767;40.4480961288481
6021;URB;15.0;Arturo Soria  - Condesa de Venadito-Hernández de Tejada;-3.648988618066589;40.44677412061898
6024;URB;15.0;Arturo Soria - Fernández Caro-Marqués de Portugalete;-3.6454745654218392;40.44488380778573
6025;URB;15.0;Arturo Soria - Marqués de Pico Velasco-José del Hierro;-3.641497165979387;40.44243798484335
3791;URB;15.0;Arturo Soria - Alcalá-López de Aranda;-3.6399478930011897;40.440522604724165
6027;URB;15.0;Entrada desde M30  - M-30-Arturo Soria;-3.6632925213481506;40.460733155773745
6028;URB;15.0;Navarro Amandi - Mesena-Arturo Soria;-3.660181338523674;40.46068955753778
6029;URB;15.0;López de Hoyos - Pedro Salinas-Arturo Soria;-3.660325449350206;40.45807620835856
6030;URB;15.0;Belisana - Belisana-Arturo Soria;-3.6566747397135844;40.45780083732699
6031;URB;15.0;José Silva - Agastia-Arturo Soria;-3.6573705924656954;40.455340597292086
6033;URB;15.0;Hernández de Tejada  - Hernández de Tejada-Arturo Soria;-3.6508276827272694;40.44720351755974
6034;URB;16.0;López de Hoyos  - Mesena-Ctra. Canillas;-3.6586627417975213;40.46204449507159
6036;URB;16.0;López de Hoyos - López de Hoyos-Ctra. Canillas;-3.6568181399459356;40.464278965453346
6037;URB;15.0;José del Hierro  - José del Hierro-Arturo Soria;-3.6418059055150365;40.44112999520077
6038;URB;15.0;Torrelaguna  - Arturo Baldasano-José Silva;-3.6606606396667516;40.45483904799362
6039;URB;15.0;Torrelaguna  - Av. Ramón y Cajal-Acceso M30;-3.6606195239275072;40.45327036345435
6040;URB;15.0;Torrelaguna  - Sorzano-Acceso M30;-3.6594751920202766;40.4510183564609
6041;URB;15.0;Av. Ramón y Cajal  - Puente M30-Torrelaguna;-3.6623442021631343;40.453314337516424
10110;URB;15.0;Arturo Soria - Navarro Amandi - Emilio Rubin;-3.661352034973271;40.460315023855685
6044;URB;15.0;Arturo Soria - Lorenzo Solano Tendero-Estrecho de Mesina;-3.653597538134277;40.452456911573556
6045;URB;15.0;Arturo Soria - Estrecho de Mesina-Lorenzo Solano Tendero;-3.6530717400219808;40.451976552778234
10111;URB;15.0;Lopez de Hoyos - Arturo Soria - Asura;-3.659375032881536;40.460447213299204
10113;URB;15.0;Arturo Soria - Luis Carlos Vazquez - Ulises;-3.655563945897467;40.45484891653734
10115;URB;15.0;Arturo Soria - Sorzano - Manuel del Valle;-3.654352111854966;40.45333017360193
10116;URB;15.0;Arturo Soria - Julian Hernandez - Bueso Pineda;-3.6544254492612036;40.45357595578532
10114;URB;15.0;Bueso Pineda - Asura - Arturo Soria;-3.653966165456398;40.45479759815748
10117;URB;15.0;Arturo Soria - Duque de Tamames - Ramirez de Arellano;-3.6523780661701384;40.45080030469846
10118;URB;15.0;Diego Ayllon - Asura - Arturo Soria;-3.6513207492085558;40.45148443568547
10119;URB;15.0;Ramirez de Arellano - Agastia - Arturo Soria;-3.6529168432939945;40.44957732996057
10124;URB;15.0;Lopez de Aranda - General Aranaz - Arturo Soria;-3.6393338444763454;40.44220598545692
10122;URB;15.0;Arturo Soria - Marques de Portugalete - Pilar Cavero;-3.6469176821068885;40.44556719601315
10123;URB;15.0;Marques de Portugalete - General Aranaz - Arturo Soria;-3.645631432401736;40.44602568535017
10121;URB;15.0;Arturo Soria - Emilio Vargas - Hernandez de Tejada;-3.650356821887799;40.44816329637133
10438;URB;15.0;Torrelaguna - Acc. M30 - Rafael Bergamin;-3.6601248318902733;40.45156200325102
10127;URB;15.0;Arturo Soria - Marques de Pico Velasco - Natalia Silva;-3.6443709112401788;40.44437321957691
10298;URB;15.0;Arturo Soria - Asunción Pérez-Ángel Gordillo;-3.664836036863287;40.462781862368956
10436;URB;15.0;José Silva - Torrelaguna - San Nemesio;-3.659994927829977;40.454005099644
10435;URB;15.0;José Silva - Arturo Soria - Agastia;-3.6577584725810888;40.455197139808824
10737;URB;16.0;López de Hoyos - Mesena-Ctra. Canillas;-3.6586395816755233;40.46200635951113
10738;URB;15.0;López de Hoyos  - Arturo Soria - Asura;-3.6593412972457444;40.46040278078744
10824;URB;15.0;Torrelaguna - Rafael Bergamin - Treviana;-3.6589099880000036;40.45069675195876
10827;URB;15.0;Torrelaguna - Emilio Vargas - Ramirez de Arellano;-3.6564832134479524;40.447355091429166
10828;URB;15.0;Emilio Vargas - Agastia - Torrelaguna;-3.655218814842835;40.44757825658257
10829;URB;15.0;Torrelaguna - Ramirez de Arellano - Valvanera;-3.657258864550744;40.44864159187718
10831;URB;15.0;Ramirez de Arellano - Treviana - Torrelaguna;-3.657839379756457;40.447740913389104
10832;URB;15.0;Ramirez de Arellano - Agastia - Torrelaguna;-3.655872139576128;40.448662801907936
10839;URB;15.0;Agastia - Ramirez de Arellano - Emilio Vargas;-3.6539147526892677;40.448951589748376
10840;URB;15.0;Emilio Vargas - Arturo Soria - Agastia;-3.6521155507833334;40.44889677046437
11060;URB;15.0;Asura 83 - Ulises-Bueso Pineda;-3.653418929035384;40.45603199215472
11061;URB;16.0;Asura S-N - Lorenzo Solano Tendero-Julian Hernandez;-3.6516092114855168;40.454071213270836
11062;URB;15.0;Julian Hernandez O-E - Arturo Soria-Asura;-3.6530145896727024;40.454205120511
11063;URB;16.0;Julian Hernandez E-O - Angel Cavero-Asura;-3.651409047291242;40.45510886752492
6048;URB;15.0;Ulíses - Ulíses-Arturo Soria;-3.6561305531911543;40.45602559481178
6050;URB;15.0;Arturo Soria - Giro a Torrecilla del Puerto;-3.651909773005363;40.45024955655586
6056;URB;15.0;Arturo Soria - Fernández Caro-María Portugalete;-3.6453644775645344;40.44475240741459
6061;URB;15.0;Agastia - Arturo Baldasano-José Silva;-3.6588051836113515;40.45487109431308
6062;URB;15.0;Arturo Soria - Manuel Uribe-Añastro;-3.665691965333001;40.46569251010298
6064;URB;15.0;Arturo Soria  - Bausa-Cta. Sagrado Corazón;-3.6666001033882964;40.46847306392705
6065;URB;15.0;Arturo Soria - Bausa-San Juan de Avila;-3.666903297552418;40.46960359837179
6066;URB;15.0;Arturo Soria  - Alonso Saavedra-Julio Danvila;-3.666937870511171;40.47026704104975
6067;URB;15.0;Arturo Soria  - Av. San Luis-Serrano Galvache;-3.6677876031472065;40.4728383873921
6068;URB;15.0;Arturo Soria - Eladio López Vilches-Av. San Luis;-3.668120160895411;40.47460928522697
6069;URB;15.0;Arturo Soria  - Cultura-Caleruega;-3.6688634075858757;40.47821058659265
6071;URB;15.0;Arturo Soria - Briviesca-Caleruega;-3.6669762354865862;40.480536330576534
6073;URB;15.0;Ramonet - Mesena-Arturo Soria;-3.665702889657789;40.46906406376304
6074;URB;15.0;Av. San Luis - Condado de Treviño-Arturo Soria;-3.669925955216416;40.476577791952266
6075;URB;15.0;Caleruega  - Caleruega-Arturo Soria;-3.6679323908455927;40.48037735924902
