año;mes;dia_semana;hora;intensidad_media;intensidad_total;ocupacion_media;velocidad_media;registros
2023;2;5;18;577,63125;115526,25;7,234166666666666;28,88625;200
2023;2;5;19;606,55125;121310,25;7,645;28,48875;200
2023;2;5;20;584,23875;116847,75;7,292083333333334;28,5;200
2023;2;5;21;555,0175;111003,5;7,29;28,59375;200
2023;2;5;22;452,135;90427,0;5,671666666666666;28,98625;200
2023;2;5;23;357,53875;71507,75;4,602916666666667;28,6675;200
2023;2;6;0;343,15125;68630,25;4,220833333333333;28,465;200
2023;2;6;1;281,20125;56240,25;3,6375;27,6875;200
2023;2;6;2;205,49125;41098,25;2,9466666666666668;26,145;200
2023;2;6;3;153,07;30614,0;2,39321608040201;23,52625;200
2023;2;6;4;123,1075;24621,5;1,9094754653130288;22,29125;200
2023;2;6;5;110,6175;22123,5;1,8265993265993268;21,3225;200
2023;2;6;6;140,71984924623115;28003,25;1,8178391959798994;23,67462311557789;199
2023;2;6;7;166,41454081632654;32617,25;1,808673469387755;26,276785714285715;196
2023;2;6;8;160,19849246231155;31879,5;1,7264309764309764;25,801507537688444;199
2023;2;6;9;222,2462311557789;44227,0;2,557788944723618;26,89070351758794;199
2023;2;6;10;337,2751256281407;67117,75;3,3838383838383836;28,243718592964825;199
2023;2;6;11;463,7072864321608;92277,75;5,211055276381909;28,031407035175878;199
2023;2;6;12;548,7275;109745,5;6,68;27,4775;200
2023;2;6;13;613,80875;122761,75;7,15375;28,25125;200
2023;2;6;14;654,18125;130836,25;7,970416666666666;28,48;200
2023;2;6;15;495,25375;99050,75;5,722916666666666;29,20625;200
2023;2;6;16;423,88875;84777,75;4,969166666666667;28,93;200
2023;2;6;17;520,83875;104167,75;6,155;28,7875;200
2023;2;6;18;580,5375;116107,5;7,051666666666666;28,6875;200
2023;2;6;19;594,62625;118925,25;7,26;28,53125;200
2023;2;6;20;568,62125;113724,25;6,957083333333333;28,725;200
2023;2;6;21;487,23;97446,0;5,6345833333333335;29,39625;200
2023;2;6;22;366,6925;73338,5;4,077916666666667;29,07125;200
2023;2;6;23;251,27875;50255,75;3,03125;28,04625;200
2023;3;0;0;196,3125;38477,25;2,4794871794871796;24,654336734693878;196
2023;3;0;1;121,39086294416244;23914,0;1,8728741496598638;20,15482233502538;197
2023;3;0;2;88,91370558375634;17516,0;1,3995726495726497;17,774111675126903;197
2023;3;0;3;75,78807106598985;14930,25;1,2320512820512821;15,203045685279188;197
2023;3;0;4;74,13010204081633;14529,5;1,0768566493955094;15,377551020408163;196
2023;3;0;5;94,3502538071066;18587,0;1,3551282051282052;18,222081218274113;197
2023;3;0;6;201,01649746192894;39600,25;2,3833333333333333;25,645939086294415;197
2023;3;0;7;475,3223350253807;93638,5;6,197435897435898;28,737309644670052;197
2023;3;0;8;667,010152284264;131401,0;9,92984693877551;28,124365482233504;197
2023;3;0;9;639,2779187817259;125937,75;9,542091836734693;28,08502538071066;197
2023;3;0;10;531,3573232323232;105208,75;7,397631133671743;28,505050505050505;198
2023;3;0;11;498,73333333333335;74810,0;6,441275167785235;28,588333333333335;150
2023;3;0;12;507,3;76095,0;6,52013422818792;28,365;150
2023;3;0;13;561,6022099447514;101650,0;6,8865740740740735;31,435082872928177;181
2023;3;0;14;645,584595959596;127825,75;8,379441624365482;29,05429292929293;198
2023;3;0;15;650,8573232323232;128869,75;7,918781725888325;28,877525252525253;198
2023;3;0;16;600,760101010101;118950,5;7,780456852791878;28,525252525252526;198
2023;3;0;17;624,1237373737374;123576,5;8,766497461928934;28,508838383838384;198
2023;3;0;18;677,1212121212121;134070,0;9,493654822335026;28,353535353535353;198
2023;3;0;19;662,3560606060606;131146,5;8,978426395939087;28,208333333333332;198
2023;3;0;20;600,3908629441624;118277,0;7,454081632653061;28,90989847715736;197
2023;3;0;21;491,1687817258883;96760,25;5,67219387755102;29,253807106598984;197
2023;3;0;22;354,93367346938777;69567,0;4,176068376068376;29,551020408163264;196
2023;3;0;23;241,75892857142858;47384,75;2,797863247863248;28,131377551020407;196
2023;3;1;0;166,87564102564102;32540,75;2,129965457685665;22,125641025641027;195
2023;3;1;1;102,91494845360825;19965,5;1,2279792746113989;17,551546391752577;194
2023;3;1;2;75,5979381443299;14666,0;0,9882198952879581;14,925257731958762;194
2023;3;1;3;67,8389175257732;13160,75;0,7892918825561314;13,975515463917526;194
2023;3;1;4;70,02168367346938;13724,25;1,0256410256410255;13,533163265306122;196
2023;3;1;5;91,6027918781726;18045,75;1,0491452991452992;16,304568527918782;197
2023;3;1;6;209,0964467005076;41192,0;2,639030612244898;24,82994923857868;197
2023;3;1;7;523,0469543147208;103040,25;6,822704081632653;28,39467005076142;197
2023;3;1;8;746,5583756345178;147072,0;11,778486394557824;27,868020304568528;197
